License No,Store Name,Store Address,Town Name,Location
153BCANTT1011,NEW PHARMA DISTRIBUTOR,UPPEER FLOOR 134-H DHA,CANTT,"31.48311174721183,74.39459447662054"
154ACANTT911,M/S ABDULLAH PHARMAVY,"199,NADIRABAD LHR",CANTT,"31.50446910599863,74.38392701468186"
155BCANTT1011,M/S WAHEED MEDICAL and GENERAL STORE,WALTON ROAD,CANTT,"31.4798330863425,74.35995852101937"
156ACANTT911,M/S ZAIN UL ABIDIN PHARMCY,F/S ZAIN UL ABIDIN HOSP,CANTT,"31.46017134763885,74.35763046167118"
157BCANTT1011,M/S MUHAMMADI MEDICAL STORE,SARFARAZ RAFIQUI ROAD,CANTT,"31.550267908356485,74.38284907712224"
160ACANTT911,M/S MY PHARMACY,"SHOP NO.11, abid majeed road",CANTT,"31.546652772210244,74.38146823517977"
161ACANTT1011,M/S FAHEEM MEDICAL STORE,1-A LDA QUARTERAS WALTOBN,CANTT,"31.47864455147843,74.35903173652338"
163BCANT1011,M/S SHEHZAD MEDICAL and GEN. STORE,BHATTA CHOWK BEDIAN ROAD NEAR ROHI NALA,CANTT,"31.453626226939182,74.36561033758602"
166ACANT911,M/S sultani medical store,shop 1 main bazaar qasim pura,CANTT,"31.51725590661576,74.35985658692191"
178BCANT1012,M/S FAISAL MEDICAL STORE,OPP GATE 2 LGH,CANTT,"31.45603481141062,74.3515304341531"
182ACANT912,M/S UMAR PHARMACY CHARRAR PIND,NEAR GOVT GIRLS HIGH SCHOOL,CANTT,"31.47234438044365,74.38820820216493"
183ACANTT12,M/S SAFA PHARMACY,"24/G, BLC C PCHS",CANTT,"31.457479636475988,74.36608816187427"
187BCANTT1012,M/S ALI MEDICAL STORE,"SHP N0 9861 DEHLI TROAD , SADDAR",CANTT,"31.548106014183386,74.38263618738651"
192BCANT1012,M/S MALIK MEDICAL STORE and GEN STORE,"MALIK MRKT, GHAZI ROAD LHR CANT",CANTT,"31.45831576448194,74.35075693913038"
195BCANTT912,M/S BISMILLAH SHAFIQ MEDICAL STORE,"MAIN BAZZAR MODEL COLONY, WALTON",CANTT,"31.4631698593531,74.36639569100872"
197BCANTT1012,M/S MIAN PHARMACY,F-2/18 COMM AREA PCHS,CANTT,"31.453460956816105,74.36578445638362"
203ACANT912,M/S AL MADINA MEDICAL STORE,SHOP NO.27/13 BANK STOP WALTON,CANTT,"31.491850702526158,74.37120651909336"
206ACANTT0912,CSH PHARMACY DHA MEDICAL CENTE,"W BLCK PHASE 3 DHA M/S NEW RAFIQUE MEDICAL STORE H. NOP. E-91/4 , COL FATAHBADA",CANTT,"31.4753879,74.3703826"
208BCANT1012,M/S SHIFA MEDICAL STORE,SHOP 3 ALFATAH TOWN.,CANTT,"31.47987757527866,74.35994058924021"
209ACANTT0912,M/S SHAMA FAMILY PHARMA,MAIN STOP .MANAWALA BEDIAN ROAD,CANTT,"31.486772325732495,74.41243640571862"
210ACANTT912,M/S HAMEED MEDICAL STORE,MAUIN BAZAAR OPP CANTT GRAMMAR SCHOOL NISHAT COLONY,CANTT,"31.49384832671302,74.3873752825314"
212BCANT1012,M/S ZAINAB MEDICAL STORE,E-37/5 BLOCK B 1 ALNOOR TOWN WALTON,CANTT,"31.473586252027214,74.36287024563352"
215BCANT1012,Sm/s shahid medical store,lal khutti saddar,CANTT,"31.547351675881075,74.37882937822913"
217BCANT12,M/S YUSAF MEDICL GEN STORE,BHATTA CHOWK,CANTT,"31.493806439463,74.40602485708105"
218BCANT1012,M/S UMAR MEDICAL and HOMEO STORE,MAIN SHOP BEDIAN,CANTT,"31.48000876279374,74.42329356455043"
223ACANT912,M/S BISMILLAH PHARMACY,18 CHEMICAL CAMPUS PCHS,CANTT,"31.45734220223508,74.36523230831418"
224BCANTT1012,M/S PAK MEDICIOSE AL GHANI MEDI,BHATTA COK,CANTT,"31.48901534179565,74.41200122684963"
225ACANT912,M/S ABID PHARMACY,"SHOP NO. E [PEER COLONY OPP ,WALTON",CANTT,"31.485592336786,74.36418741852272"
228BXCANT1012,M/S JAMIOL MEDICAL STORE,CHOHAN ALI COLONY NEW AIRPORT,CANTT,"31.530658777373624,74.43985165569902"
231ACANT912,M/S ELEVEN PHARMACY SHOP 2,SECT A ASKARI 10,CANTT,"31.543970386565572,74.4227053557923"
232ACANT912,M/S EMAANS QAMAR PHARMACY,AHMED SAEDD COMPLEX BEDIAN,CANTT,"31.49004785061126,74.41455671735484"
233ACANT912,M/S GREEN PLUSD PHARMACY,SHOP 1 BHATTI PLAZA,CANTT,"31.465859254959582,74.35395276030697"
234BCANT1012,M/S BEST BUY ONE NASIR COLONY,SARWAR ROAD,CANTT,"31.499171252010626,74.36667619755791"
238ACANT910,BASHIR PHARMACY,MOHALA ISLAM NAGAR WOLLTON,CANTT,"31.491025066764074,74.36980972278874"
239ACANT912,RAHAT PHARMACY INSIDE RAHAT,BAKAR SARWAR ROAD,CANTT,"31.540147774898205,74.3767321799675"
240ACANT912,M/S HUMAN CARE PHARMACY,SHOP #1 AL ZAIB MARKET WALTON,CANTT,"31.49059215137957,74.37000204386425"
241BCANT1012,M/S ZARAR MEDICALandGERNAL STORE,LHR,CANTT,"31.531315778378975,74.44011126610255"
242BCANT1012,M/S TARIQ MEDICAL STORE,ST#1 CANTT BADIAN ROAD BHUTTA CHOK LHR,CANTT,"31.48776495916954,74.412504718892"
245ACANTT912,M/S NAIMAT MEDICAL,GERNAL STORE MAIN BANK LHR,CANTT,"31.5124142,74.3481597"
246ACANTT912,M/S REHMAN DRUG MART,D2 PLAZA SHOP #8 SHAHEEN BLOCK BAHIRA TOWN,CANTT,"31.5124142,74.3481597"
247acant912,M/S SIDUQE PHARMACY,51-CCA PH#5 DHA LHR,CANTT,"31.470881880110483,74.44249784046616"
248ACANT912,M/S MUSTAFA BROTHER,H#E/167/2 MANDI PARK MAIN FAROOQ COLONY WALTON ROAD LHR CANT,CANTT,"31.479982048937632,74.3599532834268"
249ACANT912,M/S A.B PHARMACY,"89-CCA, T BLOCK PH#2",CANTT,"31.47498343868947,74.40259920369688"
251ACANT912,M/S MEDEX PHARMACY and GERNAL,STORE E-381/10-C MAIN BAZAR NISHAT COLONI LHR CANT,CANTT,"31.49380233834207,74.38732482012796"
252ACANT912,M/S NOBLE PHARMACY INSUDE ADIL,HOSPITAL DHA,CANTT,"31.4885683,74.3802799"
253B10CANT12,M/S RASHID MEDICAL STORE,SH#1 AIRPORT ROAD BHATTA CHOWK LHR CANT,CANTT,"31.481788528310293,74.42133309881028"
255ACANT913,M/S IKRAM PHARMACY,NEAR IKRAM HOSPITAL DHA ROAD,CANTT,"31.493517375223767,74.41799720553698"
256ACANT913,M/S HASNAIN PHARMACY,NEAR GHAUSIA MASJID BADIAN ROAD LHR CANT,CANTT,"31.486954959020355,74.41234038351222"
257ACANT913,M/S BISMILLAH PHARMACY,WAQAS MARKET ALI PARK BADIAN ROAD LHR CANT,CANTT,"31.481684182859752,74.42120149229406"
258ACANT913,M/S CITY PHARMACTY,"E-16-6, ABID ROAD NEAR WOLTON ROAD LHR CANT",CANTT,"31.463166218371608,74.36692862306292"
259ACANT913,M/S HELP LINE PHARMACY,BENGHALI MOHALLAH SADAR BAZAR LHR CANT,CANTT,"31.54863010484613,74.38262106649353"
260BCANT1013,M/S AZAM MEDICAL STORE,SHOP#2 FAROOQ-E-AZAM CHOWK BADIAN ROAD LHR CANT,CANTT,"31.484875706808825,74.41839002210345"
263ACANT913,M/S AHMAD PHARMACY,"F-3, PUNJAB HOSSING DHA LHR",CANTT,"31.457411061557767,74.36560367424131"
264A9CANT13,M/S THE NATIONAL PHARMACY,134-H DHA LHR,CANTT,"31.483037408261282,74.39479368002955"
265ACANT913,M/S AIMS HEALTH SOLUTION 2,2ND FLOOR 140-64-DHA,CANTT,"31.483073772195755,74.39489375516881"
266BCANT1013,M/S CHAUDHARY MEDICOSE,SH#1&2.49 COMM AREA PCHS LHR CANT,CANTT,"31.457059762096993,74.36500433194625"
269A913,M/S CURER PHARMA,"245 COMM, PLAZA PHASE-4 DHA LHR",CANTT,"31.463588784470122,74.38488586482059"
270ACANT913,M/S PUBLIC PLUS PHARMA,SH#7 OOP FROOQ COLONI WALTON ROAD LHR CANT,CANTT,"31.46499331174154,74.3491982263967"
272002,"M/S Haroon Medical Store,",Mandi Road Rasool Park Sabzazar Scheme H-Block Multan Road Lahore,ALLAMA IQBAL TOWN,"31.509613258058344,74.27186399465361"
412002,"M/S Karamanwala Medical and General Store,","Main Bazar Chung, Lahore.",ALLAMA IQBAL TOWN,"31.4353837,74.1861421"
732002,Al-Noor Medicos,"Plot No.7 Block No.12-B-I, Al Madina Road, Township, Lahore.",ALLAMA IQBAL TOWN,"31.4573165456257,74.30752118725547"
812002,"M/S Imran Medical Store,","Koonj pura, B Block Sabzazar Scheme Lahore.",ALLAMA IQBAL TOWN,"31.525960415256083,74.27939198227935"
1092002,"M/S Imran Medical Store,","Jamil Town, Sabzazar Scheme, Multan Road, Lahore.",ALLAMA IQBAL TOWN,"31.519839919523317,74.27078202028993"
1942002,M/S Shahid Medical Store,"H.No.2, Aqil Pura, Street No.2, Dholanwal Multan Road, Lahore.",ALLAMA IQBAL TOWN,"31.528179785642184,74.27749370051592"
2402002,M/S Punjab medical Store,"Niaz Baig Road, Lahore.",ALLAMA IQBAL TOWN,"31.476621001232733,74.24116931949959"
3472002,"M/S Asad Pharmacy,","Opp, Out Door Gate Jinnah Hospital, Near Chaudhry Estate, Agency, Maulana Shaukat Ali Road, Lahore.",ALLAMA IQBAL TOWN,"31.474698559036682,74.30129440806996"
3562002,"M/S Shamim Medical Store,",Mandi Raiwind Lahore.,ALLAMA IQBAL TOWN,"31.244605134888225,74.21468969811147"
3852002,"M/S Khalid Medical Store,","Dhanna Singhwala, Near Wafaqi Colony Lahore",ALLAMA IQBAL TOWN,"31.4764635,74.2905624"
4792002,"M/S High Noon Laboratories Ltd,","17.5 Km Multan Road, Lahore.",ALLAMA IQBAL TOWN,"31.441938593039698,74.19532643459829"
4942002,M/s Tariq Medical and General Store,"Adda Loharanwala Khoo near Jamia Masjid, 26-K.M, Multan Road, Lahore",ALLAMA IQBAL TOWN,"31.374727,74.1511522"
4982002,M/s Abdullah Medical Store,"68-A, Hassan Town, Main Bazar Multan Road, Lahore",ALLAMA IQBAL TOWN,"31.506505259844765,74.26552997451017"
5062002,"M/s Shafqat Medical Store,","Dholanwal Road Bund Road, Lahore.",ALLAMA IQBAL TOWN,"31.531267683295905,74.28410027004111"
5422002,"M/s Al-Mustafa Drug Store,","Adda Plot Raiwind Road, Lahore.",ALLAMA IQBAL TOWN,"31.360322676444525,74.2362945432288"
5792002,"M/s Anees Medicose,","5-Chaudhary Market, Wahdat Colony, Road near Chungi Multan Road, Lahore.",ALLAMA IQBAL TOWN,"31.497685050159163,74.26930087723922"
5942002,"M/s Iqra Medical Store,","4-A, Johar Town, Lahore.",ALLAMA IQBAL TOWN,"31.4686763,74.3071156"
6062002911,"M/S Saeed Medical Store,","Main Bazar Awan Town, Lahore",ALLAMA IQBAL TOWN,"31.4988452181322,74.26527936066593"
6532002911,"M/S Gillani Medical Store,","Main Bazar Gulshan Park, Opp, Mansoora, Multan Road, Lahore.",ALLAMA IQBAL TOWN,"31.49397831893314,74.25897260934678"
7012003911,"M/Smy Doctors Pharmacy,","Shop No.35 Chaudhry Plaza G.I, Commercial, Market, Johar Town, Lahore.",ALLAMA IQBAL TOWN,"31.475470872795306,74.28109745386689"
7232003911,"M/S Gondal Medical Store,","Chowk Thokar Niaz Baig, No.2, Multan Road, Lahore.",ALLAMA IQBAL TOWN,"31.4714126452889,74.24174646656864"
7.242E+11,"M/S Fahad Medicos,","Shop No.1, Chowk Ashraf Pahalwan Kot Kamboh, Band Road, Lahore.",ALLAMA IQBAL TOWN,"31.5344597,74.2741262"
7302003911,"M/S Shah Fareed Pharmacy,","89-B, Sabzazar Scheme, Opp, Shah Fareed Darbar, Lahore",ALLAMA IQBAL TOWN,"31.525876264887717,74.2789275732745"
8212003911,"M/S Sajid Pharmacy,","Shop No.4, Main Bazar Milad Chowk Raiwind Lahore.",ALLAMA IQBAL TOWN,"31.24762737536627,74.21770015110341"
8.322E+11,"M/S Iqbal Medical Store,","Manga Road, Raiwind Lahore.",ALLAMA IQBAL TOWN,"31.244184347111716,74.21409914923477"
8552003911,"M/S Yousaf Medical Store,","Mohallah Loharanwala Near PSO Pump Manga Road, Raiwind Lahore.",ALLAMA IQBAL TOWN,"31.2448911,74.2089472"
8852003911,"M/S Tayyab Medical and General Store,","Sanda Road, Raiwind Near Telephone Exchange, Lahore",ALLAMA IQBAL TOWN,"31.246181032936956,74.20872681142559"
9452003911,"M/S Wasti Medical Store,","697-A-I, Shop No.1, Township, Lahore",ALLAMA IQBAL TOWN,"31.4603734,74.3158974"
9792003911,"M/S Mohsin Medical Store,","Manga Road, Raiwind, Lahore.",ALLAMA IQBAL TOWN,"31.24536524039439,74.21183707723073"
10082003911,"M/S Bhai Bhai Medical Store,","Main Bazar, Awan Town Opp, Bismillah General Store, Multan Road, Lahore.",ALLAMA IQBAL TOWN,"31.504130790593905,74.26372491346324"
1.0132E+12,"M/S Awan Medical and General Store,","Main College Road, Township, Lahore.",ALLAMA IQBAL TOWN,"31.438247886996876,74.2870624003627"
1.0412E+12,"M/S Imran Medical Store,","65-A, Sabzazar Lahore",ALLAMA IQBAL TOWN,"31.52575638555685,74.27946888993917"
10662003911,"M/S Sadiq Medical Store,","Multan Road, Manga Mandi, Lahore.",ALLAMA IQBAL TOWN,"31.300423356429874,74.07082772415312"
10692003911,"M/S Hanif Medicose,","Multan Road Manga Mandi, Lahore",ALLAMA IQBAL TOWN,"31.299049515972666,74.07187238853986"
10712003911,"M/S New Mukhtar Medical Store,","Shop No.2, Ghausia Market Manga Mandi Raiwind Road, Manga Mandi, Lahore.",ALLAMA IQBAL TOWN,"31.298845155722056,74.07060692344807"
10722003911,"M/S Aslam Medical Store,","Multan Road, Manga Mandi, Lahore",ALLAMA IQBAL TOWN,"31.2990991368208,74.0704827163179"
10812003911,"M/S Bashir Medical Store,","Main bazar Kot Kamboh Khurd Shad Chowk Backside Bakkar Mandi, Lahore.",ALLAMA IQBAL TOWN,"31.53501126547865,74.26425492677838"
10852003911,"M/S Javed Medical Store,","Manga Mandi Multan Road, Lahore",ALLAMA IQBAL TOWN,"31.298547895269532,74.07008906997045"
10872003911,"M/S Mian Drugs Store,","Sundar Adda, Multan Road, Raiwind Road, Lahore.",ALLAMA IQBAL TOWN,"31.352654629517602,74.12739259792308"
10962003911,"M/S Qasim Pharmacy,","Umar Centre, Akbar Chowk College, Road, Township, Lahore.",ALLAMA IQBAL TOWN,"31.467105492071255,74.30689748332381"
11512003911,"M/S Al-Rehman Medical Store,","Mandi Raiwind Manga Road, Tehsil and District Lahore (Property No.PTD/5671) ( 131-W-4/RND)",ALLAMA IQBAL TOWN,"31.244542574989076,74.21404088712606"
11802003911,"M/S Hafiz Drug Store,","Sharif Market, Shop No1. Opp, Veterinary Hospital, Main Bazar, Chung Multan Road, Lahore.",ALLAMA IQBAL TOWN,"31.42901965126557,74.1765988116156"
11902003911,"M/S Irfan Medicos,","Main Bazar Chung, Multan Road, Lahore.",ALLAMA IQBAL TOWN,"31.429877210856624,74.17570019178476"
1.2582E+12,"M/S Sajjad Medical Store,","Mandi Raiwind, District Lahore.",ALLAMA IQBAL TOWN,"31.2457896,74.2159807"
12612003911,"M/S Madina Medical Store,","Adda Sunder 29 K.M Multan Road, Lahore.",ALLAMA IQBAL TOWN,"31.352834231122326,74.12712086569184"
12722003911,"M/S Naik Pharmacy,","Shop No.3, Peco Road, 39 Kaleem Ullah Scheme, Multan Road, Lahore.",ALLAMA IQBAL TOWN,"31.50014272448987,74.25480468437974"
13002003911,"M/S Fauji Medical Store,","10 Wahid Market Near Tableeghi Markaz Raiwind, Lahore.",ALLAMA IQBAL TOWN,"31.256327761323277,74.2246293825097"
13352003911,"M/S Munawar Medical Store,","Opp. MC Middle School Dholanwal Bilal Colony, Sabzazar, Lahore.",ALLAMA IQBAL TOWN,"31.528554951998686,74.2777716141016"
13392003911,"M/S Khawar Pharmacy,","12 Fazal Block, Ittefaq Town Multan Road, Lahore.",ALLAMA IQBAL TOWN,"31.4919828,74.2495299"
13482003911,"M/S Babar Medical Store,","Bilal Colony Dholanwal Near Darbar Farid Chowk Sabzazar, Lahore.",ALLAMA IQBAL TOWN,"31.52855826943572,74.27696182045862"
13782003911,"M/S Ali Medicos,","Shop No.3, Kabria Town Near Ali Town, Raiwind Road, Lahore.",ALLAMA IQBAL TOWN,"31.4650448410649,74.24353640059033"
14062003911,"M/S Nafees Medical Store,","Shop No.18 Jamil Town, Liaqat Chowk, Sabzazar Scheme, Lahore.",ALLAMA IQBAL TOWN,"31.51339879976634,74.27256520483276"
14072003911,"M/S Saharwardi Medical Store,","Shop No.9-A, Tariq Shaheed Road, Near Bakar Mandi, Lahore.",ALLAMA IQBAL TOWN,"31.536089149958055,74.27220403359992"
14562003911,"M/S Ahmed Medical Store,","Shop No.14-A, Near MC Middle School, Bilal Colony, Dholanwal Multan Road, Lahore.",ALLAMA IQBAL TOWN,"31.528141235061746,74.27681852427693"
14642003911,M/S Muhammad Shafique and Co.,Near Madina Market Raiwind Lahore,ALLAMA IQBAL TOWN,"31.246295697945968,74.21579738216232"
15742003911,M/S Shahid Medical Store,", H.No.106, Shop No.4/5 Street No.5 Bilal Colony, Dholanwal Multan Road, Lahore.",ALLAMA IQBAL TOWN,"31.528141235061746,74.27681852427693"
16452003911,"M/S Mona Medical and General Store,",30 Main Commercial Zone Canal View Housing Society Lahore,ALLAMA IQBAL TOWN,"31.4808773,74.2554445"
16722003911,"M/S Abid Medical Centre,","Shahzada Pir Road Shahab Town Bund Road, Lahore.",ALLAMA IQBAL TOWN,"31.5316926,74.2765507"
17182003911,"M/S Quality Medical Store,","Main Road, Adjacent Hassain Medical Centre, Awan Town, Lahore",ALLAMA IQBAL TOWN,"31.503882091915706,74.26500771190648"
17452003911,"M/S Shakeel Drug Store,","Maraka Multan Road, Lahore.",ALLAMA IQBAL TOWN,"31.374727,74.1511522"
17622003911,"M/S Hamid Medical Store,","Shop No.1, Shahpur Kanjran Multan Road, Lahore.",ALLAMA IQBAL TOWN,"31.461291422443256,74.2095945585097"
17762003911,"M/S Azeem Medical Store,",Main Bazar Chung Lahore.,ALLAMA IQBAL TOWN,"31.42903798421365,74.17651936618249"
17882003911,"M/S Tufail Medicos,","Main Bazar, Mandi Raiwind District Lahore.",ALLAMA IQBAL TOWN,"31.2457896,74.2159807"
17062003911,"M/S New Imran Medical Store,","Thokhar Multan Road, Lahore.",ALLAMA IQBAL TOWN,"31.4700127,74.2421832"
20442004911,"M/S Imran Medical Store,","Super Market Dogr Plaza Thoker Niaz Baig Multan Road, Lahore.",ALLAMA IQBAL TOWN,"31.470694478515814,74.24128625131712"
20682004911,"M/S Naseer Medicose,","Hospital Road Manga Mandi, Lahore.",ALLAMA IQBAL TOWN,"31.3000188434106,74.06842219066928"
20702004911,"M/S Chughtai Medicose,","Main Bazar Raiwind, Lahore Khasra No.4599/1898",ALLAMA IQBAL TOWN,"31.247969355470385,74.21723745838162"
20852004911,"M/S Rehman Medical Store,","Main Bazar Said Pur, Multan Road, Lahore.",ALLAMA IQBAL TOWN,"31.51872896376451,74.27739658041753"
2.0912E+12,M/S Pharmacy Shaukat Khanum Memorial Cencer,"Hospital and Research Centre Phase-II, Johar Town , Lahore (Inside Hospital)",ALLAMA IQBAL TOWN,"31.458495198633642,74.29000659257989"
21332004911,"M/S Islam Medical Store,","Outside Teblighi Markaz, Raiwind, Lahore.",ALLAMA IQBAL TOWN,"31.256049083421548,74.22481919519967"
2.1552E+12,"M/S Riaz Medical Store,","Hospital Road Manga Mandi, District Lahore.",ALLAMA IQBAL TOWN,"31.300202007989228,74.06857353868192"
21822004911,"M/S Jahangir Medical store,","Manga Mandi Multan Road, Lahore.",ALLAMA IQBAL TOWN,"31.29984173711065,74.06740751740334"
2.1842E+12,M.S Azeem Medical Store,", Town Market Main Bazar Raiwind, Lahore",ALLAMA IQBAL TOWN,"31.245364863715512,74.2143916194798"
22332004911,"M/S S.H Medical Store,",Shah Farid Colony Main Sabzazar Lahore.,ALLAMA IQBAL TOWN,"31.5232111,74.2825441"
2.2342E+12,"M/S Usama Drug Store,",Adjacent Dr. Tahir Clinic Hospital Road Manga Mandi Tehsil and District Lahore.,ALLAMA IQBAL TOWN,"31.308335,74.0817493"
22432004911,"m/s Irshad Medical Store,","Raiwind Road, Manga Mandi, Lahore.",ALLAMA IQBAL TOWN,"31.308335,74.0817493"
22932004911,"M/S Riaz Brothers Medical Store,","Awan Town, Multan Road, Lahore.",ALLAMA IQBAL TOWN,"31.50444998010819,74.26419372246242"
24022004911,"M/S New Bilal Medical Store,","Shop No.1, Property No.47/1, Shamas Road, Jugian Nagra Near B Block Bsabzazar Scheme Lahore.",ALLAMA IQBAL TOWN,"31.5253983,74.2706524"
13320062021,New Drug Centre,"Chowk Anarkali, Lahore.",DATA GANJ BUKHSH TOWN,"31.57564548642574,74.31410194646679"
24532004911,M/S Hafiz Medical and General Store,", Shop No.121, Mandi Raiwind Lahore.",ALLAMA IQBAL TOWN,"31.244595815423278,74.21352863071127"
260704911,"M/S.Asif Medical Store,","Shop No.4,Haseeb Block,Baber Market,Azam Garden,Multan Road,Lahore.",ALLAMA IQBAL TOWN,"31.487764042102402,74.26619317053385"
261504911,"M/S.Afzaal Wahab Medical Hall,","Main Multan Road,Thoker Niaz Baig Adda,Lahore.",ALLAMA IQBAL TOWN,"31.47794242354262,74.24014495544034"
264404911,M/S.Family Health Pharmacy.,",Civic Centre,Johar Town,Lahore",ALLAMA IQBAL TOWN,"31.458108943027323,74.2901652602213"
278404911,"M/s.Tariq Medical Store,","Karim Market,Wafaqi Colony,Lahore.",ALLAMA IQBAL TOWN,"31.474345165484664,74.28824288532367"
280504911,"M/S.Yasir Medical Store,","Shahpur,Multan Road,Lahore.",ALLAMA IQBAL TOWN,"31.456292649750687,74.21546945810981"
353505911,"M/S.Arshad Medical Hall,","Main Bazar,Mandi Raiwind,Lahore.",ALLAMA IQBAL TOWN,"31.2457896,74.2159807"
354205911,"M/S.Rahat Pharmacy,","College Road,Township,Lahore.",ALLAMA IQBAL TOWN,"31.46646937067134,74.3067566682602"
360905911,M/S.Zeeshan Pharmacy,",797-L Block,Johar Town,Lahore.",ALLAMA IQBAL TOWN,"31.47167,74.269605"
361505911,M/S.Ashfaq Medical Store,",Opp:Veterinary Hospital,Chung,Lahore.",ALLAMA IQBAL TOWN,"31.43010094452735,74.17635590811093"
365705911,"M/S.Nawaz Medical Store,","Adda Talab Sarai,Raiwind,Lahore.",ALLAMA IQBAL TOWN,"31.271265692439144,74.1004459348858"
370606911,"M/s, Shakir Medicose,","Mangar Road near Baba Rehmat Shah Wali Gali Raiwind, Lahore.",ALLAMA IQBAL TOWN,"31.243071560991012,74.21560756838701"
370906911,"M/s, Lahore Pharmacy",", F-2, Market inside Grace Shopping Mall Wapda Town, Lahore.",ALLAMA IQBAL TOWN,"31.44723761539703,74.27089230416453"
374306911,"M/S.Minhas Medicose,","Nawan Pind,Block H-II,Johar Town,Lahore.",ALLAMA IQBAL TOWN,"31.469846414932707,74.26729524130862"
376006911,"M/S.Shahid Medical Store,","Jhanda Chowk,Chung,Lahore.",ALLAMA IQBAL TOWN,"31.431189205488728,74.1740396681824"
32022005911,"M/S Bismillah medical Store,",Near P & S Petrol Pump Manga Road Raiwind Lahore.,ALLAMA IQBAL TOWN,"31.24556032549553,74.21040395812473"
32102005911,"M/S Shahid Medical Store, .","Shad Chowk Main Bazar Kot Kamboh Khurd Bakar Mandi Bund Road, Lahore",ALLAMA IQBAL TOWN,"31.5282905,74.278406"
32842005911,M/S Rao Medical and General Store,", Near Main Railway Phatak Manga Road, Raiwind Lahore.",ALLAMA IQBAL TOWN,"31.244612897345284,74.2150290328536"
33272005911,"M/S Saif Medical and General Store,","Main Bazar Chung, Multan Road Lahore.",ALLAMA IQBAL TOWN,"31.4353837,74.1861421"
33682005911,"M/S Sahil Medical and General Store,","shop No.1, Ali Razabad, Raiwind Road, Lahore",ALLAMA IQBAL TOWN,"31.49592783745838,74.26457990929333"
3.4372E+12,"M/S Punjab Medical Store,","Shop No.3, 11-F, PIA Main Boulevard Wapda Chowk Lahore",ALLAMA IQBAL TOWN,"31.44237332915947,74.27701157088448"
34582005911,"M/S Qaisar Javaid Medical Store,","Manga Mandi Multan Road, Lahore",ALLAMA IQBAL TOWN,"31.29877366650898,74.06969292496053"
35202005911,"M/S Mother Medical Store,","Shop No.7, Pul Lubana Stop, 18 KM Multan Road Lahore",ALLAMA IQBAL TOWN,"31.450760751919596,74.2071789814753"
29222004911,"M/S Tariq Medical Store,","Adda Tabale Sarai Manga Road, Raiwind, District Lahore",ALLAMA IQBAL TOWN,"31.24549562088144,74.21048429045172"
29332004911,"M/S Al-Rehman Medical Store,","Main Bazar Hanjarwal, Multan Road, Lahore",ALLAMA IQBAL TOWN,"31.48672280008628,74.25201389023478"
29522004911,"M/S Mubarik Medicose,","Adjacent Jamia Masjid Oppsit Chaman Sweet Main Bazar, Mandi Raiwind, District Lahore",ALLAMA IQBAL TOWN,"31.245341893174235,74.2153514507028"
3.0762E+14,"M/S Saleman Medical Store,","Shop No. 15, Multan Road, Manga Mandi, Lahore",ALLAMA IQBAL TOWN,"31.300307954801518,74.06779427559614"
313405911,"M/S Health Care Medical Store,","738 G-4, Main Boulowar Road, Johaer Town, Lahore",ALLAMA IQBAL TOWN,"31.469893353797417,74.27212945772865"
3135051011,M/S Rackitt Benkiser Pakistan Limited,"(Warehase) 37-K.M Multan Road, Near Manga Mandi, Lahore",ALLAMA IQBAL TOWN,"31.300015810195536,74.067736473113"
